Time,Code,Value
2020-04-28T03:58:26.965582,54,217
2020-04-28T03:58:26.983755,54,218
2020-04-28T03:58:26.992890,54,219
2020-04-28T03:58:27.020040,54,217
2020-04-28T03:58:27.029168,54,216
2020-04-28T03:58:27.038232,54,215
2020-04-28T03:58:27.047334,54,214
2020-04-28T03:58:27.065484,54,213
2020-04-28T03:58:27.101802,54,212
2020-04-28T03:58:27.457178,54,213
2020-04-28T03:58:27.465401,54,214
2020-04-28T03:58:27.474487,54,215
2020-04-28T03:58:27.492510,54,217
2020-04-28T03:58:27.502538,54,218
2020-04-28T03:58:27.510659,54,219
2020-04-28T03:58:27.555959,54,220
2020-04-28T03:58:27.574115,54,219
2020-04-28T03:58:27.583148,54,218
2020-04-28T03:58:27.592291,54,216
2020-04-28T03:58:27.601279,54,215
2020-04-28T03:58:27.638076,54,216
2020-04-28T03:58:27.664912,54,218
2020-04-28T03:58:27.683069,54,219
2020-04-28T03:58:27.728538,54,220
2020-04-28T03:58:27.737580,54,219
2020-04-28T03:58:27.746628,54,217
2020-04-28T03:58:27.755687,54,216
2020-04-28T03:58:27.764766,54,215
2020-04-28T03:58:27.792800,54,216
2020-04-28T03:58:27.801316,54,217
2020-04-28T03:58:27.810334,54,218
2020-04-28T03:58:27.837453,54,219
2020-04-28T03:58:27.846538,54,220
2020-04-28T03:58:27.855623,54,219
2020-04-28T03:58:27.864687,54,217
2020-04-28T03:58:27.873830,54,216
2020-04-28T03:58:27.882886,54,215
2020-04-28T03:58:27.891948,54,214
2020-04-28T03:58:27.910428,54,213
2020-04-28T03:58:27.955711,54,214
2020-04-28T03:58:27.964673,54,216
2020-04-28T03:58:27.973802,54,217
2020-04-28T03:58:27.982797,54,218
2020-04-28T03:58:28.000977,54,217
2020-04-28T03:58:28.010156,54,215
2020-04-28T03:58:28.028311,54,214
2020-04-28T03:58:28.037364,54,213
2020-04-28T03:58:28.073908,54,214
2020-04-28T03:58:28.092606,54,216
2020-04-28T03:58:28.101170,54,217
2020-04-28T03:58:28.110269,54,218
2020-04-28T03:58:28.119138,54,219
2020-04-28T03:58:28.183684,54,220
2020-04-28T03:58:28.191787,54,219
2020-04-28T03:58:28.200899,54,218
2020-04-28T03:58:28.209998,54,216
2020-04-28T03:58:28.219523,54,215
2020-04-28T03:58:28.228165,54,214
2020-04-28T03:58:28.246270,54,213
2020-04-28T03:58:28.301735,54,215
2020-04-28T03:58:28.309930,54,217
2020-04-28T03:58:28.318979,54,218
2020-04-28T03:58:28.337592,54,216
2020-04-28T03:58:28.346199,54,215
2020-04-28T03:58:28.364429,54,214
2020-04-28T03:58:28.373476,54,213
2020-04-28T03:58:28.409986,54,212
2020-04-28T03:58:28.501678,54,213
2020-04-28T03:58:28.509773,54,215
2020-04-28T03:58:28.518810,54,217
2020-04-28T03:58:28.527939,54,218
2020-04-28T03:58:28.546053,54,216
2020-04-28T03:58:28.555100,54,215
2020-04-28T03:58:28.564205,54,214
2020-04-28T03:58:28.583057,54,213
2020-04-28T03:58:28.618701,54,212
2020-04-28T03:58:28.646005,54,214
2020-04-28T03:58:28.655033,54,216
2020-04-28T03:58:28.673229,54,217
2020-04-28T03:58:28.682300,54,218
2020-04-28T03:58:28.691391,54,219
2020-04-28T03:58:28.737867,54,220
2020-04-28T03:58:28.745908,54,219
2020-04-28T03:58:28.754932,54,217
2020-04-28T03:58:28.764023,54,216
2020-04-28T03:58:28.773498,54,215
2020-04-28T03:58:28.782257,54,214
2020-04-28T03:58:28.800382,54,213
2020-04-28T03:58:28.836677,54,212
2020-04-28T03:58:28.892120,54,214
2020-04-28T03:58:28.900301,54,216
2020-04-28T03:58:28.909425,54,217
2020-04-28T03:58:28.927572,54,216
2020-04-28T03:58:28.937712,54,215
2020-04-28T03:58:28.945723,54,214
2020-04-28T03:58:28.963906,54,213
2020-04-28T03:58:29.000224,54,212
2020-04-28T03:58:29.464553,54,214
2020-04-28T03:58:29.472608,54,216
2020-04-28T03:58:29.481657,54,217
2020-04-28T03:58:29.499837,54,216
2020-04-28T03:58:29.508891,54,215
2020-04-28T03:58:29.517945,54,214
2020-04-28T03:58:29.536067,54,213
2020-04-28T03:58:29.572399,54,212
2020-04-28T03:58:29.609676,54,213
2020-04-28T03:58:29.617891,54,215
2020-04-28T03:58:29.626989,54,216
2020-04-28T03:58:29.636018,54,218
2020-04-28T03:58:29.655108,54,216
2020-04-28T03:58:29.681623,54,217
2020-04-28T03:58:29.690563,54,218
2020-04-28T03:58:29.699644,54,219
2020-04-28T03:58:29.726905,54,217
2020-04-28T03:58:29.735923,54,216
2020-04-28T03:58:29.745025,54,215
2020-04-28T03:58:29.754130,54,214
2020-04-28T03:58:29.772261,54,213
2020-04-28T03:58:29.781526,54,214
2020-04-28T03:58:29.790426,54,216
2020-04-28T03:58:29.799549,54,217
2020-04-28T03:58:29.808587,54,218
2020-04-28T03:58:29.826776,54,216
2020-04-28T03:58:29.836949,54,215
2020-04-28T03:58:29.854048,54,214
2020-04-28T03:58:29.863082,54,213
2020-04-28T03:58:29.890499,54,214
2020-04-28T03:58:29.899453,54,216
2020-04-28T03:58:29.908705,54,217
2020-04-28T03:58:29.917617,54,218
2020-04-28T03:58:29.935724,54,216
2020-04-28T03:58:29.944865,54,215
2020-04-28T03:58:29.962986,54,214
2020-04-28T03:58:29.972176,54,213
2020-04-28T03:58:30.008405,54,212
2020-04-28T03:58:30.082103,54,213
2020-04-28T03:58:30.090188,54,215
2020-04-28T03:58:30.099269,54,217
2020-04-28T03:58:30.108311,54,218
2020-04-28T03:58:30.126851,54,216
2020-04-28T03:58:30.135577,54,215
2020-04-28T03:58:30.144722,54,214
2020-04-28T03:58:30.172122,54,216
2020-04-28T03:58:30.181050,54,217
2020-04-28T03:58:30.190094,54,218
2020-04-28T03:58:30.199202,54,219
2020-04-28T03:58:30.263240,54,220
2020-04-28T03:58:30.399866,54,219
2020-04-28T03:58:30.408162,54,218
2020-04-28T03:58:30.417235,54,216
2020-04-28T03:58:30.426295,54,215
2020-04-28T03:58:30.435385,54,214
2020-04-28T03:58:30.453511,54,213
2020-04-28T03:58:30.489794,54,212
2020-04-28T03:58:31.108360,54,213
2020-04-28T03:58:31.116645,54,215
2020-04-28T03:58:31.125716,54,216
2020-04-28T03:58:31.134849,54,218
2020-04-28T03:58:31.153472,54,216
2020-04-28T03:58:31.162021,54,215
2020-04-28T03:58:31.171078,54,214
2020-04-28T03:58:31.189182,54,213
2020-04-28T03:58:31.244441,54,215
2020-04-28T03:58:31.252913,54,217
2020-04-28T03:58:31.261929,54,218
2020-04-28T03:58:31.280255,54,216
2020-04-28T03:58:31.290183,54,215
2020-04-28T03:58:31.307271,54,214
2020-04-28T03:58:31.316400,54,213
2020-04-28T03:58:31.362156,54,215
2020-04-28T03:58:31.370901,54,217
2020-04-28T03:58:31.379987,54,218
2020-04-28T03:58:31.471681,54,219
2020-04-28T03:58:31.498089,54,220
2020-04-28T03:58:31.516200,54,219
2020-04-28T03:58:31.525267,54,218
2020-04-28T03:58:31.534535,54,216
2020-04-28T03:58:31.543597,54,215
2020-04-28T03:58:31.552687,54,214
2020-04-28T03:58:31.570700,54,213
2020-04-28T03:58:31.607143,54,212
2020-04-28T03:58:31.771592,54,213
2020-04-28T03:58:31.779889,54,215
2020-04-28T03:58:31.788799,54,216
2020-04-28T03:58:31.798041,54,218
2020-04-28T03:58:31.817010,54,219
2020-04-28T03:58:31.825992,54,220
2020-04-28T03:58:31.861433,54,221
2020-04-28T03:58:31.888572,54,220
2020-04-28T03:58:31.897756,54,218
2020-04-28T03:58:31.906793,54,217
2020-04-28T03:58:31.915875,54,215
2020-04-28T03:58:31.934063,54,214
2020-04-28T03:58:31.961489,54,215
2020-04-28T03:58:31.979488,54,217
2020-04-28T03:58:31.988563,54,218
2020-04-28T03:58:31.998842,54,219
2020-04-28T03:58:32.015777,54,217
2020-04-28T03:58:32.024871,54,216
2020-04-28T03:58:32.034075,54,215
2020-04-28T03:58:32.043084,54,214
2020-04-28T03:58:32.061228,54,213
2020-04-28T03:58:32.097569,54,212
2020-04-28T03:58:32.271143,54,213
2020-04-28T03:58:32.279494,54,215
2020-04-28T03:58:32.288370,54,216
2020-04-28T03:58:32.297489,54,218
2020-04-28T03:58:32.325582,54,217
2020-04-28T03:58:32.333721,54,216
2020-04-28T03:58:32.342825,54,215
2020-04-28T03:58:32.351872,54,214
2020-04-28T03:58:32.370897,54,213
2020-04-28T03:58:32.406379,54,212
2020-04-28T03:58:32.634605,54,213
2020-04-28T03:58:32.642644,54,215
2020-04-28T03:58:32.651680,54,216
2020-04-28T03:58:32.660835,54,218
2020-04-28T03:58:32.678852,54,216
2020-04-28T03:58:32.688656,54,215
2020-04-28T03:58:32.697050,54,214
2020-04-28T03:58:32.715180,54,213
2020-04-28T03:58:32.751537,54,212
2020-04-28T03:58:32.870618,54,213
2020-04-28T03:58:32.878889,54,215
2020-04-28T03:58:32.887952,54,216
2020-04-28T03:58:32.897038,54,218
2020-04-28T03:58:32.915191,54,219
2020-04-28T03:58:32.924135,54,220
2020-04-28T03:58:32.942487,54,219
2020-04-28T03:58:32.952006,54,218
2020-04-28T03:58:32.960639,54,216
2020-04-28T03:58:32.969542,54,215
2020-04-28T03:58:32.978598,54,214
2020-04-28T03:58:32.996782,54,213
2020-04-28T03:58:33.033109,54,212
2020-04-28T03:58:33.151702,54,213
2020-04-28T03:58:33.160551,54,215
2020-04-28T03:58:33.169583,54,216
2020-04-28T03:58:33.178507,54,218
2020-04-28T03:58:33.197107,54,219
2020-04-28T03:58:33.214794,54,217
2020-04-28T03:58:33.223818,54,216
2020-04-28T03:58:33.232887,54,215
2020-04-28T03:58:33.241999,54,214
2020-04-28T03:58:33.260187,54,213
2020-04-28T03:58:33.296464,54,212
2020-04-28T03:58:33.606352,54,213
2020-04-28T03:58:33.614494,54,215
2020-04-28T03:58:33.623538,54,216
2020-04-28T03:58:33.632585,54,218
2020-04-28T03:58:33.651407,54,216
2020-04-28T03:58:33.660212,54,215
2020-04-28T03:58:33.668854,54,214
2020-04-28T03:58:33.687012,54,213
2020-04-28T03:58:33.723364,54,212
2020-04-28T03:58:33.788241,54,213
2020-04-28T03:58:33.796208,54,215
2020-04-28T03:58:33.805079,54,216
2020-04-28T03:58:33.814424,54,218
2020-04-28T03:58:33.832575,54,219
2020-04-28T03:58:33.841628,54,220
2020-04-28T03:58:33.877782,54,221
2020-04-28T03:58:33.886819,54,220
2020-04-28T03:58:33.914325,54,219
2020-04-28T03:58:33.959867,54,220
2020-04-28T03:58:33.968581,54,219
2020-04-28T03:58:33.977687,54,218
2020-04-28T03:58:33.986726,54,216
2020-04-28T03:58:33.996545,54,215
2020-04-28T03:58:34.005933,54,214
2020-04-28T03:58:34.023058,54,213
2020-04-28T03:58:34.059393,54,212
2020-04-28T03:58:34.142261,54,213
2020-04-28T03:58:34.150430,54,214
2020-04-28T03:58:34.159373,54,216
2020-04-28T03:58:34.168390,54,217
2020-04-28T03:58:34.177554,54,218
2020-04-28T03:58:34.241905,54,219
2020-04-28T03:58:34.259240,54,220
2020-04-28T03:58:34.268280,54,219
2020-04-28T03:58:34.277426,54,217
2020-04-28T03:58:34.286457,54,216
2020-04-28T03:58:34.295546,54,215
2020-04-28T03:58:34.332112,54,216
2020-04-28T03:58:34.340963,54,217
2020-04-28T03:58:34.350073,54,218
2020-04-28T03:58:34.359158,54,219
2020-04-28T03:58:34.377331,54,217
2020-04-28T03:58:34.386363,54,216
2020-04-28T03:58:34.395469,54,215
2020-04-28T03:58:34.404550,54,214
2020-04-28T03:58:34.422677,54,213
2020-04-28T03:58:34.450166,54,214
2020-04-28T03:58:34.468103,54,216
2020-04-28T03:58:34.477479,54,217
2020-04-28T03:58:34.513740,54,218
2020-04-28T03:58:34.522674,54,219
2020-04-28T03:58:34.541002,54,220
2020-04-28T03:58:34.568042,54,221
2020-04-28T03:58:34.577381,54,220
2020-04-28T03:58:34.586187,54,218
2020-04-28T03:58:34.595287,54,216
2020-04-28T03:58:34.613513,54,217
2020-04-28T03:58:34.622558,54,218
2020-04-28T03:58:34.631601,54,219
2020-04-28T03:58:34.650659,54,217
2020-04-28T03:58:34.659528,54,216
2020-04-28T03:58:34.667967,54,215
2020-04-28T03:58:34.677035,54,214
2020-04-28T03:58:34.713383,54,216
2020-04-28T03:58:34.722464,54,217
2020-04-28T03:58:34.731546,54,218
2020-04-28T03:58:34.749710,54,217
2020-04-28T03:58:34.805068,54,218
2020-04-28T03:58:34.813285,54,219
2020-04-28T03:58:34.822595,54,220
2020-04-28T03:58:34.904951,54,219
2020-04-28T03:58:34.913196,54,217
2020-04-28T03:58:34.922271,54,216
2020-04-28T03:58:34.940953,54,217
2020-04-28T03:58:34.949719,54,218
2020-04-28T03:58:34.958777,54,219
2020-04-28T03:58:35.040767,54,220
2020-04-28T03:58:35.049415,54,219
2020-04-28T03:58:35.123193,54,220
2020-04-28T03:58:35.268403,54,219
2020-04-28T03:58:35.276556,54,217
2020-04-28T03:58:35.303836,54,218
2020-04-28T03:58:35.313279,54,219
2020-04-28T03:58:35.330960,54,217
2020-04-28T03:58:35.340053,54,216
2020-04-28T03:58:35.349155,54,215
2020-04-28T03:58:35.358203,54,214
2020-04-28T03:58:35.376405,54,213
2020-04-28T03:58:35.412687,54,212
2020-04-28T03:58:35.476672,54,214
2020-04-28T03:58:35.485381,54,216
2020-04-28T03:58:35.503574,54,217
2020-04-28T03:58:35.513358,54,218
2020-04-28T03:58:35.522901,54,219
2020-04-28T03:58:35.539840,54,220
2020-04-28T03:58:35.576186,54,218
2020-04-28T03:58:35.621571,54,219
2020-04-28T03:58:35.639747,54,217
2020-04-28T03:58:35.676115,54,218
2020-04-28T03:58:35.685183,54,219
2020-04-28T03:58:35.703385,54,217
2020-04-28T03:58:35.712476,54,216
2020-04-28T03:58:35.721500,54,215
2020-04-28T03:58:35.730636,54,214
2020-04-28T03:58:35.748765,54,213
2020-04-28T03:58:35.803770,54,215
2020-04-28T03:58:35.812370,54,217
2020-04-28T03:58:35.821431,54,218
2020-04-28T03:58:35.840448,54,216
2020-04-28T03:58:35.848674,54,215
2020-04-28T03:58:35.857732,54,214
2020-04-28T03:58:35.875948,54,213
2020-04-28T03:58:35.894321,54,214
2020-04-28T03:58:35.903401,54,215
2020-04-28T03:58:35.912272,54,216
2020-04-28T03:58:35.930448,54,218
2020-04-28T03:58:35.957657,54,219
2020-04-28T03:58:35.966749,54,220
2020-04-28T03:58:35.976172,54,219
2020-04-28T03:58:35.984887,54,217
2020-04-28T03:58:35.994084,54,216
2020-04-28T03:58:36.003084,54,215
2020-04-28T03:58:36.030522,54,216
2020-04-28T03:58:36.039610,54,218
2020-04-28T03:58:36.057546,54,219
2020-04-28T03:58:36.066663,54,220
2020-04-28T03:58:36.084811,54,219
2020-04-28T03:58:36.112132,54,220
2020-04-28T03:58:36.130256,54,219
2020-04-28T03:58:36.139300,54,218
2020-04-28T03:58:36.148470,54,216
2020-04-28T03:58:36.157462,54,215
2020-04-28T03:58:36.166562,54,214
2020-04-28T03:58:36.184805,54,213
2020-04-28T03:58:36.221230,54,214
2020-04-28T03:58:36.230176,54,215
2020-04-28T03:58:36.239427,54,216
2020-04-28T03:58:36.257384,54,217
2020-04-28T03:58:36.284749,54,218
2020-04-28T03:58:36.293771,54,219
2020-04-28T03:58:36.320939,54,217
2020-04-28T03:58:36.357287,54,218
2020-04-28T03:58:36.366398,54,219
2020-04-28T03:58:36.384578,54,217
2020-04-28T03:58:36.393673,54,216
2020-04-28T03:58:36.420869,54,217
2020-04-28T03:58:36.429984,54,218
2020-04-28T03:58:36.476058,54,219
2020-04-28T03:58:36.521621,54,220
2020-04-28T03:58:36.529872,54,219
2020-04-28T03:58:36.538960,54,218
2020-04-28T03:58:36.548067,54,216
2020-04-28T03:58:36.603146,54,217
2020-04-28T03:58:36.620717,54,218
2020-04-28T03:58:36.629799,54,219
2020-04-28T03:58:36.693988,54,220
2020-04-28T03:58:36.702473,54,219
2020-04-28T03:58:36.711545,54,217
2020-04-28T03:58:36.729711,54,218
2020-04-28T03:58:36.738939,54,219
2020-04-28T03:58:36.757797,54,220
2020-04-28T03:58:36.849033,54,219
2020-04-28T03:58:37.084710,54,220
2020-04-28T03:58:37.093071,54,219
2020-04-28T03:58:37.102169,54,217
2020-04-28T03:58:37.111252,54,216
2020-04-28T03:58:37.138369,54,218
2020-04-28T03:58:37.165592,54,217
2020-04-28T03:58:37.174713,54,216
2020-04-28T03:58:37.193435,54,217
2020-04-28T03:58:37.201949,54,218
2020-04-28T03:58:37.211153,54,219
2020-04-28T03:58:37.238236,54,217
2020-04-28T03:58:37.247364,54,216
2020-04-28T03:58:37.274773,54,217
2020-04-28T03:58:37.283858,54,218
2020-04-28T03:58:37.292922,54,219
2020-04-28T03:58:37.301880,54,218
2020-04-28T03:58:37.329142,54,219
2020-04-28T03:58:37.356390,54,217
2020-04-28T03:58:37.365472,54,216
2020-04-28T03:58:37.374570,54,215
2020-04-28T03:58:37.383717,54,214
2020-04-28T03:58:37.401831,54,213
2020-04-28T03:58:37.438040,54,212
2020-04-28T03:58:37.474672,54,213
2020-04-28T03:58:37.483602,54,215
2020-04-28T03:58:37.493088,54,217
2020-04-28T03:58:37.501739,54,218
2020-04-28T03:58:37.519896,54,216
2020-04-28T03:58:37.529194,54,215
2020-04-28T03:58:37.538961,54,214
2020-04-28T03:58:37.556182,54,213
2020-04-28T03:58:37.583694,54,214
2020-04-28T03:58:37.592606,54,216
2020-04-28T03:58:37.629069,54,217
2020-04-28T03:58:37.647086,54,218
2020-04-28T03:58:37.683416,54,219
2020-04-28T03:58:37.692484,54,220
2020-04-28T03:58:37.701527,54,219
2020-04-28T03:58:37.710686,54,217
2020-04-28T03:58:37.719708,54,216
2020-04-28T03:58:37.728758,54,215
2020-04-28T03:58:37.737867,54,214
2020-04-28T03:58:37.765132,54,216
2020-04-28T03:58:37.774238,54,217
2020-04-28T03:58:37.783293,54,218
2020-04-28T03:58:37.828918,54,219
2020-04-28T03:58:37.910951,54,220
2020-04-28T03:58:37.937692,54,218
2020-04-28T03:58:37.947599,54,216
2020-04-28T03:58:37.956995,54,215
2020-04-28T03:58:37.964928,54,214
2020-04-28T03:58:37.983174,54,213
2020-04-28T03:58:38.019431,54,212
2020-04-28T03:58:38.055767,54,214
2020-04-28T03:58:38.065038,54,215
2020-04-28T03:58:38.073951,54,216
2020-04-28T03:58:38.083090,54,218
2020-04-28T03:58:38.156701,54,219
2020-04-28T03:58:38.192776,54,220
2020-04-28T03:58:38.201064,54,219
2020-04-28T03:58:38.210228,54,218
2020-04-28T03:58:38.219240,54,216
2020-04-28T03:58:38.228337,54,215
2020-04-28T03:58:38.238564,54,214
2020-04-28T03:58:38.255569,54,213
2020-04-28T03:58:38.291892,54,212
2020-04-28T03:58:38.347641,54,213
2020-04-28T03:58:38.355697,54,214
2020-04-28T03:58:38.364790,54,215
2020-04-28T03:58:38.383136,54,217
2020-04-28T03:58:38.392731,54,218
2020-04-28T03:58:38.401100,54,219
2020-04-28T03:58:38.419087,54,220
2020-04-28T03:58:38.446334,54,218
2020-04-28T03:58:38.455387,54,216
2020-04-28T03:58:38.464564,54,215
2020-04-28T03:58:38.500903,54,216
2020-04-28T03:58:38.528082,54,218
2020-04-28T03:58:38.546248,54,219
2020-04-28T03:58:38.564875,54,217
2020-04-28T03:58:38.574309,54,216
2020-04-28T03:58:38.582583,54,215
2020-04-28T03:58:38.591684,54,214
2020-04-28T03:58:38.609854,54,213
2020-04-28T03:58:38.646095,54,212
2020-04-28T03:58:38.974154,54,214
2020-04-28T03:58:38.982274,54,216
2020-04-28T03:58:38.991279,54,217
